frame_index,frame_mean_pixel_error,frame_point_count,gt_individuals,pred_individuals
256,6.913720255167502,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
257,49.9611571868054,5,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
258,7.848346520271283,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
259,23.37653331529089,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
260,29.671472077637837,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
261,30.092785052101096,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
262,95.80650084989968,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
263,17.731276726685042,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
264,28.589190366769987,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
265,28.852295727256102,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
266,98.18678728423889,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
267,6.76907960734688,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
268,29.472127918077682,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
269,6.718844900973036,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
270,6.699815221932927,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
271,6.898148051531479,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
272,16.420480288044878,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
273,20.857300290292006,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
274,26.375396937914797,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
275,28.953609401318083,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
276,21.692003806784836,9,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
277,20.510203469870987,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
278,168.84641471018438,15,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
279,168.16063372746478,15,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
280,151.13233475109124,15,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
281,166.18333167775916,15,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
282,163.28019001501056,15,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
283,163.22422758967213,15,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
284,162.36072147156617,15,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
285,28.228630869712713,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
286,158.30131692239678,15,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
287,13.479888222081016,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
288,163.8479226173126,13,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
289,162.93543604957085,13,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
290,25.842113334938325,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
291,7.995383713472203,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
292,8.88203346978203,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
293,7.394898431746907,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
294,7.026917359913895,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
295,6.365719937579896,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
296,7.631928293033373,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
297,7.935628046992413,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
298,6.454572336732605,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
299,7.123391063359525,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
300,8.52965428501995,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
301,8.355394624943765,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
302,9.298885037271422,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
303,21.80379250489818,13,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
304,20.22827736417689,13,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
305,30.234892411322438,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
306,8.845677408020382,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
307,12.879325065583052,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
308,30.445736136624067,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
309,6.615518929197558,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
310,9.1323103679285,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
311,8.258848671878633,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
312,7.293919529054202,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
313,7.73800314890341,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
314,7.989608390318911,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
315,21.518861740258487,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
316,23.016067209526653,8,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
317,6.791765721831984,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
318,6.367803533450015,10,"shrimp1,shrimp2,shrimp3","ind1,ind2,ind3"
